序号	对话上文	回复	连接词	本体	喻体
214	吃个饼要割蛋蛋！路飞怎么没听懂。	哈哈哈哈，感觉像断头饭似的	像...似的	吃个饼	断头饭

215	喔唷伸手可以碰到云的FEEL啊	嘻嘻，云一朵朵的，很低，像棉花糖似的，天很蓝	像...似的	云	棉花糖

216	哈哈～最开心的事莫过于吃东西	只是因为今天太热了，这话说得我好像是个吃货似的！	像...似的	我	吃货

217	切它的时候吓死宝宝了 && 自己有没有感觉疼	就是觉得跟抓着一头猪一样	跟...一样	它	一头猪

218	都不要吃了 && 你是男生～还怕胖啊	主要胖先胖脸你敢信脸跟气球一样吹了起来	跟...一样	脸	气球

219	我们不要欺骗自己了 && 不你说的我瘦！	？？？怕你是要跟狼王一样重了	跟...一样	你	狼王

220	起来的够早！ && 别挖苦我啦，都开始上班了？	读研不是跟上班一样么…	跟...一样	读研	上班

221	让你一只手单挑 && 一脚就解决你了好吗腊鸡	呵呵我笑了，把你打成跟奔驰一样，两夫妻腰都打断	跟...一样	你	奔驰

222	似吖，为了早饭！ && 有毅力。。你是该多补补	嗯！补，天天补得跟猪一样的	跟...一样	你	猪

223	赤岗我说了n+1次了 && 哪天我过去玩求带	等姐姐有空吧在事务所肯定忙得跟狗一样	跟...一样	姐姐	狗

224	你好像就是属狗的阿 && 是……	我才不信你会戒酒呢！酒阿就跟麻将一样是戒不掉的！	跟...一样	酒	麻将

225	彤大宝贝 && 哈哈，也就你宝贝我	看你裹得跟熊一样，手套怎么没带	跟...一样	你	熊

226	字写的真漂亮、 && 哈哈哈哈哈哈我就喜欢你夸我	哈哈哈、字好看跟人一样	跟...一样	字	人

227	我的睫角两个月还没出壳 && 我这个三个多月了	以为跟豹纹一样的孵化期，你温度控制在多少	跟...一样	睫角	豹纹

228	你得多吃点肉 && 我在减肥	已经瘦的跟麻杆一样了，你想再瘦成牙签么？	跟...一样	你	麻杆

229	整夜都是碧绿的爬山虎 && 不明白。。。	梦里的每天晚上的梦跟电视剧一样一集一集的都有关联	跟...一样	每天晚上的梦	电视剧

230	最近很忙吧 && 嗯，怀念那会儿天天聊的感觉	哈哈哈哈哈哈那你跟鸥一样懒一会儿吧就一会儿	跟...一样	你	鸥

231	不是，今天眼皮肿 && 怎么会肿起来啊	哎、睡的太晚没休息好、肿的跟包子一样	跟...一样	眼皮	包子

232	在琴房冻成 && 咋的现在就开始冷了？	不知道咋了琴房跟冰箱一样	跟...一样	琴房	冰箱

233	早生贵子 && 小书记，你很洋气哦	还是你洋气，头发扎得跟哪咤一样	跟...一样	你	哪咤

234	台风也无法阻挡下饺子的速度 && 下什么饺子	人往海里冲，远处跟下饺子一样。	跟...一样	人往海里冲	下饺子

235	不得勇气！所以不敢发！ && 你有黑历史吗？！	有啊！之前胖的跟猪一样的！真的都不敢发！	跟...一样	你	猪

236	我都穿得很多因为没有身材 && 哪里没有身材啦	哪里都没有，就跟那干扁的四季豆一样	跟...一样	我	那干扁的四季豆

237	红脚小蜜蜂~ && 今天这个装扮鹏哥怎么看？	好看好看~跟油菜花一样好~	跟...一样	今天这个装扮	油菜花

238	恩，不在。。。我这里冬天很长的 && 讨厌冬天	是哟，出门穿得跟个狗熊一样	跟...一样	我	狗熊

239	还有它便宜的价格嘻嘻 && 味道也还不错酸酸甜甜	那个绿色的味的吃起来跟嚼塑料一样别买	跟...一样	那个绿色的	塑料

240	你家咋啥都有啊有木有萨摩啊~~~ && 有啊	怎么感觉跟宠物店一样的~~~	跟...一样	你家	宠物店

241	有木有看见地下一片片的红 && 撒东西	海南人不是随地吐槟榔嘛跟吐血一样。。。	跟...一样	吐槟榔	吐血

242	你在说笑话吗 && 面对真实的自己好吗	我一直很真，跟钻石一样真。	跟...一样	我	钻石

243	我不想去上学了！ && 肯定很好看	没有。。我觉得跟三四十岁的大妈一样	跟...一样	我	大妈

244	考完试去放松放松 && 天津夏天热到出不了门	就是出不了门，跟火炉一样！	跟...一样	天津	火炉

245	可是白天随便睡 && 人家没有正事的啊	相信我，当你一天累的跟狗一样，失眠的时间就少了	跟...一样	你	狗

246	你小时候长这样。 && 你小时候长成土豆样子	你小时候长的跟猪肉一样，	跟...一样	你小时候	猪肉

247	最近要在外面跑 && 多好，不用带伞	流的汗跟淋雨一样，没啥区别	跟...一样	流的汗	淋雨

248	我刚被淋了雨不过还好没感冒 && 注意别感冒了	不会的，我跟牛一样壮实	跟...一样	我	牛

249	你不是有了那薄荷了吗？？ && 我要养一堆～	怎么跟养宠物一样~那你要带铲子上路吗	跟...一样	薄荷	宠物

250	节日快乐 && 祝你及你家人，节日快乐	感觉跟过年一样你的节日，不是我的，我可不要这个节	跟...一样	你的节日	过年

251	哥们你胖了 && 这是要发福的节奏吗？	哥已经发的跟气球一样了	跟...一样	哥	气球

252	我发现那个烟袋说话太6了 && 看上他了？	我看过么？就是说话跟诗人一样	跟...一样	他	诗人

253	豆豆最美 && 看来我网名一颗黄豆还是没有失传	这脸也就化妆有点样子卸了妆跟个狗一样	跟...一样	这脸	狗

254	没有呀，瞎发发嘛 && 你每天喝的鸡汤也挺多的嘛	嗯嗯，所以喝的胖的跟个猪一样	跟...一样	你	猪

255	去哪里呀～ && 江夏。哈哈哈。坐火车上班。	哇哈，上个班搞得跟去旅游一样	跟...一样	上个班	去旅游

256	我也想天天出去培训 && 给钱就行我也乐意	每天在项目上待着感觉跟坐牢一样	跟...一样	在项目上待着	坐牢

257	会不会画板子。。。 && 早忘了。。。	图书馆跟个大蒸笼一样。。	跟...一样	图书馆	大蒸笼

258	你这张脸还有别出门了！ && 应该比你好点	我不晓得你长的跟鬼一样的那点比我好	跟...一样	你	鬼

259	东北孩子真幸福 && 不是东北的也是可以看到雪的	我们南方的孩子，见到雪跟捡到宝一样	跟...一样	见到雪	捡到宝

260	104飘过不指望瘦下去了我 && 我比你都轻了	我现在每天吃了睡睡了吃过的跟猪一样	跟...一样	我	猪

261	没有个补签卡啥的 && 没有！如同人生！	什么鬼啦跟人生一样悲剧的游戏还玩个么子咯	跟...一样	游戏	人生

262	带哥一起飞 && 你几把刚找到工作飞毛线	不想干，天天上班的心情跟上坟一样沉重	跟...一样	天天上班	上坟

263	循序渐进啊慢慢来 && 想要暴瘦	就跟想要暴富一样想想就可以了	跟...一样	想要暴瘦	想要暴富

264	你头发一直披着的吗？ && 对啊	夏天不热？我女儿说头发披着跟穿着一件外套一样	跟...一样	头发披着	穿着一件外套

265	是啊所以累啊。。。 && 不过真的弄得好	他也是才搬到郫县的他剪头发一直很细跟绣花一样	跟...一样	剪头发	绣花

266	下次专门让你吃翔~ && 给你吃喔	切~你啦长的跟个翔一样	跟...一样	你	翔

267	呸彼此彼此 && 你一脸肥肉	难道你脸上没肉跟骷髅头一样	跟...一样	你脸	骷髅头

268	我们今天就离校了 && 好早呀不过很羡慕你	去学校的几天跟打仗一样	跟...一样	去学校的几天	打仗

269	新年快乐啦！ && 新年快乐主管~~	能不能不要动不动就主管啦，主管跟狗一样的	跟...一样	主管	狗

270	我看到小孩会自动走远N米以外 && 同意	我就跟看到病原体一样自动弹走	跟...一样	看到小孩	看到病原体

271	大姐干了这碗鸡汤 && 我需要鸡血	听说你喝酒就跟喝鸡血一样啊	跟...一样	喝酒	喝鸡血

272	这是一个颜值的世界， && 嗯呐，大长腿	之前是有看到一个人也是大长腿，长得跟的精灵一样	跟...一样	一个人	精灵

273	北门外见！ && 怎么没看到你	就是那个吃得跟一个球一样的，就是我...	跟...一样	我	一个球

274	我有钱？这是我听过最好笑的笑话。 && 讨厌	天天过的跟乞丐一样，偶尔出国一次！	跟...一样	我	乞丐

275	爱玉哥逃课算什么 && 那时候我们老师说抓到退学	我也遇上麻烦了，。坐过了站，现在往回走跟狗一样	跟...一样	我	狗

276	去上海啦 && 这么大动作，祝一切顺利啦！	是啊跟大迁移一样谢谢啦也祝你们顺利呀！	跟...一样	去上海	大迁移

277	这个鸟可以驯的还会抓麻雀 && 这么叼！	是啊要看你会不会驯养了驯好了跟鹰一样的。	跟...一样	这个鸟	鹰

278	666小哥很可以！ && 信已寄出，见字如晤	啊啊我最近过得跟狗一样考完再回你哈	跟...一样	我	狗

279	左一汗右一都想试试 && 挑了两款巨好吃的	我挑面包跟挑男人一样一看一个准	跟...一样	挑面包	挑男人

280	我再也不喜欢你了 && 心酸	是啊，心里的滋味跟踩了柠檬一样	跟...一样	心酸	踩了柠檬

281	快被酒桌上的烟味熏倒了 && 你们家这么多人吸烟	一个叔叔从澳门带的烟，大家跟品菜一样在一起尝	跟...一样	吸烟	品菜

282	请老司机指教 && 自己理解	纯洁的跟白纸一样的我表示不理解	跟...一样	我	白纸

283	开心一下而已 && 何止一下	不要这样。。。喝酒跟长肉一样	跟...一样	喝酒	长肉

284	明明这么漂亮好吗！ && 每次说漂亮多没意思啊	你玛啊眼睛大的跟嘴巴一样！！	跟...一样	眼睛	嘴巴

285	这是什么？包的是什么？ && 围巾。。我头剃搓了	怎么包的跟卖葱油饼一样	跟...一样	头	葱油饼

286	我家的居然到现在还没出过门一 && 我们常出克了	所以看见像大宝宝，我家的就跟婴儿一样	跟...一样	我家的	婴儿

287	没活干，没心思上班了~ && 好多钱	年底花钱跟水龙头一样~	跟...一样	年底花钱	水龙头

288	你成仙了，睡这么晚 && 告诉你一个秘密咯	说啊，要是跟空气一样你就死了	跟...一样	秘密	空气

289	太羡慕了吧 && 我今天回学校就穿哈哈哈哈哈哈	羡慕！我每天穿的跟球一样	跟...一样	我	球

290	请收下我的膝盖！ && 谢谢喜欢	喜欢死了，写的太好看了，尤其我自己的字跟狗爬一样	跟...一样	我自己的字	狗爬

291	有啦有啦，你们不是都有 && 嘻嘻。洗完给我上来	现在还不是睡得跟猪一样	跟...一样	我	猪

292	我是暴饮怡情小酌才伤身 && 哎…	哈哈，说的自己跟个酒鬼一样	跟...一样	我	酒鬼

293	耶耶，刚好回去过节 && 过完还得回来，哎	这么辛苦啊，就跟外派一样	跟...一样	回去过节	外派

294	艺雯你考研了吗 && 今年12月我今年二战	加油啊跟小朋友一样把基本功练好哈哈哈哈哈哈哈	跟...一样	艺雯	小朋友

295	昵称后面那个是什么 && 什么什么	就那个看着跟圣诞帽一样的东西	跟...一样	昵称后面那个	圣诞帽

296	买来穿着玩玩夏天衣服不值钱 && 不过男士还好。	女款的跟道袍一样太长了	跟...一样	女款	道袍

297	我接受不了小龙虾 && 好吃的不说了回来吃	不可能，跟虫一样，我上次自己剥了一只就崩溃了	跟...一样	小龙虾	虫

298	嗯嗯之前是，今年刚毕业 && 那没跑了咱俩睡过	你居然能认出我。再说你说的我跟个炮王一样	跟...一样	我	炮王

299	果然还不睡守零点么 && 被你发现了	我谁啊走路跟打架一样儿的~	跟...一样	走路	打架

300	小猫那么大了？ && 嗯嗯，开始满地溜达了	我家的跟个疯子一样，受不了了	跟...一样	猫	疯子

301	2个月前我蚊帐就挂起来了 && 不会吧！这么早！	2个月前就跟火箭一样了！	跟...一样	蚊帐	火箭

302	刚起床 && 家庭煮男到哪里去了。	在摆弄山药，跟泥鳅一样	跟...一样	山药	泥鳅

303	不约！ && 为啥？！不爱我？！不放炮辣？！	你怎么跟个村妇一样还为啥。。	跟...一样	你	村妇

304	殷腿毛生日快乐 && 不对一号床	傻狗四号床睡得跟猪一样了已经	跟...一样	傻狗	猪

305	山里人进城不很正常吗 && 我没去过那大城市	你看你们城里人去大城市不跟回家一样吗	跟...一样	去大城市	回家

306	小学生们瑟瑟发抖 && 你什么时候上的铂金腊鸡	上个白金不是跟喝汤一样简单	跟...一样	上个白金	喝汤

307	你家的筛子有碗那么大吧！ && 筛子是什么？	你没听说过吗，用枪把你打的跟筛子一样。	跟...一样	你	筛子

308	我原谅你了. && 嗯呐就好，工作杂样	挺好的,一天天跟快乐的小二比一样.	跟...一样	我	快乐的小二比
